测试套/软件包名,测试用例名,状态,日志文件,原因
,oe_test_service_obs-delayedjob-queue-project_log_rotate,x86 fail,./mugen-riscv/logs/obs-server/oe_test_service_obs-delayedjob-queue-project_log_rotate/2023-04-26-15:15:13.log,x86 fail
,oe_test_service_obs-delayedjob-queue-releasetracking,x86 fail,./mugen-riscv/logs/obs-server/oe_test_service_obs-delayedjob-queue-releasetracking/2023-04-26-15:29:37.log,x86 fail
,oe_test_service_obs-delayedjob-queue-staging,x86 fail,./mugen-riscv/logs/obs-server/oe_test_service_obs-delayedjob-queue-staging/2023-04-26-15:43:15.log,x86 fail
,oe_test_service_obs-sphinx,x86 fail,./mugen-riscv/logs/obs-server/oe_test_service_obs-sphinx/2023-04-26-14:17:28.log,x86 fail
open-iscsi,oe_test_open-iscsi_iscsiadm,x86 fail,./mugen-riscv/logs/open-iscsi/oe_test_open-iscsi_iscsiadm/2023-04-26-12:17:21.log,x86 fail
,oe_test_open-iscsi_iscsistart_iscsiuio,x86 fail,./mugen-riscv/logs/open-iscsi/oe_test_open-iscsi_iscsistart_iscsiuio/2023-04-26-12:19:19.log,x86 fail
,oe_test_service_iscsiuio,x86 fail,./mugen-riscv/logs/open-iscsi/oe_test_service_iscsiuio/2023-04-26-12:54:29.log,x86 fail
,oe_test_socket_iscsiuio,x86 fail,./mugen-riscv/logs/open-iscsi/oe_test_socket_iscsiuio/2023-04-26-13:46:41.log,x86 fail
openmpi,oe_test_openmpi_cluster,x86 fail,./mugen-riscv/logs/openmpi/oe_test_openmpi_cluster/2023-04-26-12:46:24.log,x86 fail
,oe_test_openmpi_single_01,x86 fail,./mugen-riscv/logs/openmpi/oe_test_openmpi_single_01/2023-04-26-12:56:15.log,x86 fail
,oe_test_openmpi_single_02,x86 fail,./mugen-riscv/logs/openmpi/oe_test_openmpi_single_02/2023-04-26-12:59:49.log,x86 fail
openscap,oe_test_assess_safety_compliance,x86 fail,./mugen-riscv/logs/openscap/oe_test_assess_safety_compliance/2023-04-26-13:43:58.log,x86 fail
,oe_test_scanning_remote_system,x86 fail,./mugen-riscv/logs/openscap/oe_test_scanning_remote_system/2023-04-26-13:42:41.log,x86 fail
openvpn,oe_test_openvpn,x86 fail,./mugen-riscv/logs/openvpn/oe_test_openvpn/2023-04-26-14:10:41.log,x86 fail
openvswitch,oe_test_service_openvswitch-ipsec,x86 fail,./mugen-riscv/logs/openvswitch/oe_test_service_openvswitch-ipsec/2023-04-26-14:41:14.log,x86 fail
,oe_test_service_ovn-controller,x86 fail,./mugen-riscv/logs/openvswitch/oe_test_service_ovn-controller/2023-04-26-14:37:41.log,x86 fail
,oe_test_service_ovn-controller-vtep,x86 fail,./mugen-riscv/logs/openvswitch/oe_test_service_ovn-controller-vtep/2023-04-26-14:39:51.log,x86 fail
,oe_test_service_ovn-northd,x86 fail,./mugen-riscv/logs/openvswitch/oe_test_service_ovn-northd/2023-04-26-14:38:39.log,x86 fail
os-storage,oe_test_storage_DevMgmt_block_drop,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_DevMgmt_block_drop/2023-04-28-06:38:14.log,x86 fail
,oe_test_storage_DevMgmt_disk_operation,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_DevMgmt_disk_operation/2023-04-28-06:52:01.log,x86 fail
,oe_test_storage_DevMgmt_lsblk,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_DevMgmt_lsblk/2023-04-28-06:44:14.log,x86 fail
,oe_test_storage_DevMgmt_swap,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_DevMgmt_swap/2023-04-28-07:07:30.log,x86 fail
,oe_test_storage_Mutipath_dmsetup,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_Mutipath_dmsetup/2023-04-28-06:34:27.log,x86 fail
,oe_test_storage_diskpartiton_create_raid0,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_diskpartiton_create_raid0/2023-04-28-06:39:29.log,x86 fail
,oe_test_storage_diskpartiton_create_raid1,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_diskpartiton_create_raid1/2023-04-28-07:06:07.log,x86 fail
,oe_test_storage_diskpartiton_create_raid5,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_diskpartiton_create_raid5/2023-04-28-07:13:20.log,x86 fail
,oe_test_storage_diskpartiton_fdisk,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_diskpartiton_fdisk/2023-04-28-06:49:19.log,x86 fail
,oe_test_storage_diskpartiton_fdisk_delete,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_diskpartiton_fdisk_delete/2023-04-28-07:17:18.log,x86 fail
,oe_test_storage_diskpartiton_fdisk_settype,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_diskpartiton_fdisk_settype/2023-04-28-06:47:43.log,x86 fail
,oe_test_storage_diskpartiton_parted_resize,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_diskpartiton_parted_resize/2023-04-28-07:03:01.log,x86 fail
,oe_test_storage_diskpartiton_view_fdisk,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_diskpartiton_view_fdisk/2023-04-28-06:41:44.log,x86 fail
,oe_test_storage_ext3_create,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_ext3_create/2023-04-28-06:57:00.log,x86 fail
,oe_test_storage_ext3_resize,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_ext3_resize/2023-04-28-07:16:18.log,x86 fail
,oe_test_storage_ext4_mount_write,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_ext4_mount_write/2023-04-28-06:49:47.log,x86 fail
,oe_test_storage_fileCMD_cat,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_fileCMD_cat/2023-04-28-06:42:00.log,x86 fail
,oe_test_storage_fileCMD_dd,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_fileCMD_dd/2023-04-28-07:14:26.log,x86 fail
,oe_test_storage_longname_list,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_longname_list/2023-04-28-06:59:21.log,x86 fail
,oe_test_storage_longname_modify,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_longname_modify/2023-04-28-06:59:55.log,x86 fail
,oe_test_storage_lvm_activation_missing,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_activation_missing/2023-04-28-07:12:48.log,x86 fail
,oe_test_storage_lvm_add_VG,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_add_VG/2023-04-28-06:34:42.log,x86 fail
,oe_test_storage_lvm_change_number,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_change_number/2023-04-28-06:36:22.log,x86 fail
,oe_test_storage_lvm_cling,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_cling/2023-04-28-06:58:37.log,x86 fail
,oe_test_storage_lvm_create_cache,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_create_cache/2023-04-28-06:43:40.log,x86 fail
,oe_test_storage_lvm_create_raid,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_create_raid/2023-04-28-06:53:32.log,x86 fail
,oe_test_storage_lvm_create_snapshot,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_create_snapshot/2023-04-28-06:45:26.log,x86 fail
,oe_test_storage_lvm_create_thinSnapshot,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_create_thinSnapshot/2023-04-28-07:17:50.log,x86 fail
,oe_test_storage_lvm_expand_stripeLV,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_expand_stripeLV/2023-04-28-06:35:16.log,x86 fail
,oe_test_storage_lvm_lvdisplay_lvscan,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_lvdisplay_lvscan/2023-04-28-07:09:56.log,x86 fail
,oe_test_storage_lvm_merge_VG,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_merge_VG/2023-04-28-06:51:31.log,x86 fail
,oe_test_storage_lvm_query_lvmsnap,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_query_lvmsnap/2023-04-28-06:42:15.log,x86 fail
,oe_test_storage_lvm_raid_synchronization,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_raid_synchronization/2023-04-28-06:38:47.log,x86 fail
,oe_test_storage_lvm_replace_badraid,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_replace_badraid/2023-04-28-07:15:42.log,x86 fail
,oe_test_storage_lvm_replace_raid,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_replace_raid/2023-04-28-07:04:24.log,x86 fail
,oe_test_storage_lvm_separate_raid,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_separate_raid/2023-04-28-07:02:11.log,x86 fail
,oe_test_storage_lvm_set_label,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_set_label/2023-04-28-11:39:17.log,x86 fail
,oe_test_storage_lvm_set_limit,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_set_limit/2023-04-28-11:38:48.log,x86 fail
,oe_test_storage_lvm_set_lvconvert_raid,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_set_lvconvert_raid/2023-04-28-11:39:45.log,x86 fail
,oe_test_storage_lvm_set_lvconvert_raid1,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_set_lvconvert_raid1/2023-04-28-11:38:18.log,x86 fail
,oe_test_storage_lvm_snapshot_merge,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_snapshot_merge/2023-04-28-11:35:51.log,x86 fail
,oe_test_storage_lvm_snapshot_tag,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_snapshot_tag/2023-04-28-11:37:15.log,x86 fail
,oe_test_storage_lvm_specify_size,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_specify_size/2023-04-28-11:37:52.log,x86 fail
,oe_test_storage_lvm_split_VG,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_split_VG/2023-04-28-11:40:13.log,x86 fail
,oe_test_storage_mount_UUID,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_mount_UUID/2023-04-28-07:00:45.log,x86 fail
,oe_test_storage_mount_block_device,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_mount_block_device/2023-04-28-06:35:50.log,x86 fail
,oe_test_storage_mount_copy,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_mount_copy/2023-04-28-07:20:33.log,x86 fail
,oe_test_storage_mount_findmnt,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_mount_findmnt/2023-04-28-06:56:10.log,x86 fail
,oe_test_storage_mount_mobile_point,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_mount_mobile_point/2023-04-28-06:50:19.log,x86 fail
,oe_test_storage_mount_repeat,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_mount_repeat/2023-04-28-06:46:27.log,x86 fail
,oe_test_storage_mount_umount,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_mount_umount/2023-04-28-06:48:49.log,x86 fail
,oe_test_storage_nfs_configure_nfsv4,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_nfs_configure_nfsv4/2023-04-28-07:49:09.log,x86 fail
,oe_test_storage_nfs_mount_readonly,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_nfs_mount_readonly/2023-04-28-08:16:31.log,x86 fail
,oe_test_storage_nfs_mount_root,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_nfs_mount_root/2023-04-28-08:03:26.log,x86 fail
,oe_test_storage_nfs_network_latency,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_nfs_network_latency/2023-04-28-09:16:20.log,x86 fail
,oe_test_storage_nfs_repeat_mount,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_nfs_repeat_mount/2023-04-28-08:30:26.log,x86 fail
,oe_test_storage_nfs_repeat_restartServer,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_nfs_repeat_restartServer/2023-04-28-07:40:32.log,x86 fail
,oe_test_storage_nfs_restrict_hostname,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_nfs_restrict_hostname/2023-04-28-09:27:43.log,x86 fail
,oe_test_storage_nfs_restrict_ip,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_nfs_restrict_ip/2023-04-28-10:05:55.log,x86 fail
,oe_test_storage_nfs_share_mount,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_nfs_share_mount/2023-04-28-09:08:38.log,x86 fail
,oe_test_storage_nfs_v3_v4,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_nfs_v3_v4/2023-04-28-09:46:39.log,x86 fail
,oe_test_storage_nfs_write_full,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_nfs_write_full/2023-04-28-09:33:29.log,x86 fail
,oe_test_storage_repair_e2fsck,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_repair_e2fsck/2023-04-28-09:44:24.log,x86 fail
,oe_test_storage_repair_xfs,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_repair_xfs/2023-04-28-09:56:23.log,x86 fail
,oe_test_storage_smb_3.0,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_smb_3.0/2023-04-28-09:57:04.log,x86 fail
,oe_test_storage_smb_POSIX_ACL,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_smb_POSIX_ACL/2023-04-28-10:31:23.log,x86 fail
,oe_test_storage_smb_abnormal_poweroff,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_smb_abnormal_poweroff/2023-04-28-10:52:00.log,x86 fail
,oe_test_storage_smb_automatically_mount,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_smb_automatically_mount/2023-04-28-11:10:43.log,x86 fail
,oe_test_storage_smb_cmd_rpcclient,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_smb_cmd_rpcclient/2023-04-28-10:12:13.log,x86 fail
,oe_test_storage_smb_cmd_smbclient,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_smb_cmd_smbclient/2023-04-28-11:31:50.log,x86 fail
,oe_test_storage_smb_credential_files,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_smb_credential_files/2023-04-28-10:58:43.log,x86 fail
,oe_test_storage_smb_host_share,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_smb_host_share/2023-04-28-10:35:19.log,x86 fail
,oe_test_storage_smb_mount,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_smb_mount/2023-04-28-10:15:10.log,x86 fail
,oe_test_storage_smb_mount_umount,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_smb_mount_umount/2023-04-28-11:16:54.log,x86 fail
,oe_test_storage_smb_multi-user_mount,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_smb_multi-user_mount/2023-04-28-10:23:23.log,x86 fail
,oe_test_storage_smb_network_latency,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_smb_network_latency/2023-04-28-11:07:06.log,x86 fail
,oe_test_storage_smb_repeat_restart,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_smb_repeat_restart/2023-04-28-10:40:44.log,x86 fail
,oe_test_storage_smb_share_dir,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_smb_share_dir/2023-04-28-11:23:36.log,x86 fail
,oe_test_storage_smb_write_full,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_smb_write_full/2023-04-28-11:26:23.log,x86 fail
,oe_test_storage_vfat_mount_write,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_vfat_mount_write/2023-04-28-10:27:53.log,x86 fail
,oe_test_storage_xfs_Increase_size,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_xfs_Increase_size/2023-04-28-10:28:36.log,x86 fail
,oe_test_storage_xfs_backup,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_xfs_backup/2023-04-28-11:34:16.log,x86 fail
,oe_test_storage_xfs_create,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_xfs_create/2023-04-28-11:23:07.log,x86 fail
patchutils,oe_test_patchutils_combinediff_01,x86 fail,./mugen-riscv/logs/patchutils/oe_test_patchutils_combinediff_01/2023-04-26-15:35:52.log,x86 fail
,oe_test_patchutils_flipdiff_01,x86 fail,./mugen-riscv/logs/patchutils/oe_test_patchutils_flipdiff_01/2023-04-26-15:41:29.log,x86 fail
,oe_test_patchutils_interdiff_01,x86 fail,./mugen-riscv/logs/patchutils/oe_test_patchutils_interdiff_01/2023-04-26-15:47:52.log,x86 fail
pcp,oe_test_pcp_atop_01,x86 fail,./mugen-riscv/logs/pcp/oe_test_pcp_atop_01/2023-04-28-02:00:11.log,x86 fail
,oe_test_pcp_atop_02,x86 fail,./mugen-riscv/logs/pcp/oe_test_pcp_atop_02/2023-04-28-02:10:23.log,x86 fail
,oe_test_pcp_pcp-import-ganglia2pcp,x86 fail,./mugen-riscv/logs/pcp/oe_test_pcp_pcp-import-ganglia2pcp/2023-04-28-02:24:21.log,x86 fail
,oe_test_pmevent_02,x86 fail,./mugen-riscv/logs/pcp/oe_test_pmevent_02/2023-04-28-00:14:24.log,x86 fail
,oe_test_pmhostname_pmlock_pmlogger_check,x86 fail,./mugen-riscv/logs/pcp/oe_test_pmhostname_pmlock_pmlogger_check/2023-04-28-01:25:42.log,x86 fail
,oe_test_pmlogcheck_pmlogmv,x86 fail,./mugen-riscv/logs/pcp/oe_test_pmlogcheck_pmlogmv/2023-04-28-00:31:32.log,x86 fail
,oe_test_pmlogger_daily_01,x86 fail,./mugen-riscv/logs/pcp/oe_test_pmlogger_daily_01/2023-04-28-01:31:57.log,x86 fail
,oe_test_pmlogger_daily_report,x86 fail,./mugen-riscv/logs/pcp/oe_test_pmlogger_daily_report/2023-04-28-01:48:40.log,x86 fail
,oe_test_pmprobe_01,x86 fail,./mugen-riscv/logs/pcp/oe_test_pmprobe_01/2023-04-28-00:49:41.log,x86 fail
,oe_test_pmval_02,x86 fail,./mugen-riscv/logs/pcp/oe_test_pmval_02/2023-04-28-01:11:29.log,x86 fail
pcp-system-tools,oe_test_pcp-iostat,x86 fail,./mugen-riscv/logs/pcp-system-tools/oe_test_pcp-iostat/2023-04-26-19:22:18.log,x86 fail
,oe_test_pcp-mpstat_pcp-numastat,x86 fail,./mugen-riscv/logs/pcp-system-tools/oe_test_pcp-mpstat_pcp-numastat/2023-04-26-19:31:04.log,x86 fail
,oe_test_pcp-pidstat_01,x86 fail,./mugen-riscv/logs/pcp-system-tools/oe_test_pcp-pidstat_01/2023-04-26-19:04:07.log,x86 fail
,oe_test_pcp-pidstat_02_pcp-ipcs,x86 fail,./mugen-riscv/logs/pcp-system-tools/oe_test_pcp-pidstat_02_pcp-ipcs/2023-04-26-19:13:51.log,x86 fail
,oe_test_pcp_collectl,x86 fail,./mugen-riscv/logs/pcp-system-tools/oe_test_pcp_collectl/2023-04-26-18:15:51.log,x86 fail
perl-Date-Manip,oe_test_perl-Date-Manip_dm_date,x86 fail,./mugen-riscv/logs/perl-Date-Manip/oe_test_perl-Date-Manip_dm_date/2023-04-26-18:40:13.log,x86 fail
pesign,oe_test_pesign_base_02,x86 fail,./mugen-riscv/logs/pesign/oe_test_pesign_base_02/2023-04-26-19:09:06.log,x86 fail
,oe_test_pesign_efikeygen,x86 fail,./mugen-riscv/logs/pesign/oe_test_pesign_efikeygen/2023-04-26-19:03:23.log,x86 fail
,oe_test_pesign_efisiglist,x86 fail,./mugen-riscv/logs/pesign/oe_test_pesign_efisiglist/2023-04-26-19:05:12.log,x86 fail
,oe_test_pesign_pesigcheck,x86 fail,./mugen-riscv/logs/pesign/oe_test_pesign_pesigcheck/2023-04-26-19:16:58.log,x86 fail
podman,oe_test_podman_01,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_01/2023-04-26-19:36:13.log,x86 fail
,oe_test_podman_02,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_02/2023-04-26-19:42:43.log,x86 fail
,oe_test_podman_03,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_03/2023-04-26-19:48:49.log,x86 fail
,oe_test_podman_04,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_04/2023-04-26-19:55:15.log,x86 fail
,oe_test_podman_05,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_05/2023-04-26-20:01:56.log,x86 fail
,oe_test_podman_06,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_06/2023-04-26-20:08:36.log,x86 fail
,oe_test_podman_07,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_07/2023-04-26-20:15:19.log,x86 fail
,oe_test_podman_08,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_08/2023-04-26-20:21:35.log,x86 fail
,oe_test_podman_09,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_09/2023-04-26-20:27:38.log,x86 fail
,oe_test_podman_10,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_10/2023-04-26-20:57:49.log,x86 fail
,oe_test_podman_11,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_11/2023-04-26-20:58:54.log,x86 fail
,oe_test_podman_12,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_12/2023-04-26-20:59:56.log,x86 fail
,oe_test_podman_13,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_13/2023-04-26-21:00:56.log,x86 fail
,oe_test_podman_14,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_14/2023-04-26-21:02:09.log,x86 fail
,oe_test_podman_15,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_15/2023-04-26-21:03:26.log,x86 fail
,oe_test_podman_16,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_16/2023-04-26-21:04:32.log,x86 fail
,oe_test_podman_17,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_17/2023-04-26-21:05:46.log,x86 fail
,oe_test_podman_18,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_18/2023-04-26-21:06:47.log,x86 fail
,oe_test_podman_19,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_19/2023-04-26-21:07:45.log,x86 fail
,oe_test_podman_20,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_20/2023-04-26-21:08:51.log,x86 fail
,oe_test_podman_21,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_21/2023-04-26-21:09:35.log,x86 fail
,oe_test_podman_22,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_22/2023-04-26-21:10:35.log,x86 fail
,oe_test_podman_23,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_23/2023-04-26-21:11:37.log,x86 fail
,oe_test_podman_24,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_24/2023-04-26-21:12:43.log,x86 fail
,oe_test_podman_26,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_26/2023-04-26-21:14:47.log,x86 fail
,oe_test_podman_27,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_27/2023-04-26-21:15:47.log,x86 fail
,oe_test_podman_DK_01,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_01/2023-04-26-21:17:28.log,x86 fail
,oe_test_podman_DK_02,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_02/2023-04-26-21:18:23.log,x86 fail
,oe_test_podman_DK_03,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_03/2023-04-26-21:19:35.log,x86 fail
,oe_test_podman_DK_04,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_04/2023-04-26-21:20:33.log,x86 fail
,oe_test_podman_DK_05,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_05/2023-04-26-21:21:32.log,x86 fail
,oe_test_podman_DK_06,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_06/2023-04-26-21:22:31.log,x86 fail
,oe_test_podman_DK_07,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_07/2023-04-26-21:23:36.log,x86 fail
,oe_test_podman_DK_08,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_08/2023-04-26-21:24:57.log,x86 fail
,oe_test_podman_DK_09,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_09/2023-04-26-21:26:11.log,x86 fail
,oe_test_podman_DK_10,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_10/2023-04-26-21:56:25.log,x86 fail
,oe_test_podman_DK_11,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_11/2023-04-26-21:57:58.log,x86 fail
,oe_test_podman_DK_12,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_12/2023-04-26-21:59:23.log,x86 fail
,oe_test_podman_DK_13,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_13/2023-04-26-22:00:56.log,x86 fail
,oe_test_podman_DK_14,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_14/2023-04-26-22:02:23.log,x86 fail
,oe_test_podman_DK_15,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_15/2023-04-26-22:04:00.log,x86 fail
,oe_test_podman_DK_16,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_16/2023-04-26-22:05:16.log,x86 fail
,oe_test_podman_DK_17,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_17/2023-04-26-22:06:40.log,x86 fail
,oe_test_podman_DK_18,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_18/2023-04-26-22:07:48.log,x86 fail
,oe_test_podman_DK_19,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_19/2023-04-26-22:08:56.log,x86 fail
,oe_test_podman_DK_20,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_20/2023-04-26-22:10:12.log,x86 fail
,oe_test_podman_DK_21,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_21/2023-04-26-22:11:09.log,x86 fail
,oe_test_podman_DK_22,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_22/2023-04-26-22:12:33.log,x86 fail
,oe_test_podman_DK_23,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_23/2023-04-26-22:14:01.log,x86 fail
,oe_test_podman_DK_24,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_24/2023-04-26-22:15:23.log,x86 fail
,oe_test_podman_DK_26,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_26/2023-04-26-22:17:45.log,x86 fail
,oe_test_podman_DK_27,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_27/2023-04-26-22:18:54.log,x86 fail
,oe_test_service_podman,x86 fail,./mugen-riscv/logs/podman/oe_test_service_podman/2023-04-26-19:35:45.log,x86 fail
,oe_test_socket_podman,x86 fail,./mugen-riscv/logs/podman/oe_test_socket_podman/2023-04-26-19:36:03.log,x86 fail
policycoreutils,oe_test_service_restorecond,x86 fail,./mugen-riscv/logs/policycoreutils/oe_test_service_restorecond/2023-04-26-19:45:43.log,x86 fail
pps-tools,oe_test_pps-tools,x86 fail,./mugen-riscv/logs/pps-tools/oe_test_pps-tools/2023-04-26-19:54:50.log,x86 fail
procinfo,oe_test_procinfo_01,x86 fail,./mugen-riscv/logs/procinfo/oe_test_procinfo_01/2023-04-26-19:55:55.log,x86 fail
,oe_test_procinfo_02,x86 fail,./mugen-riscv/logs/procinfo/oe_test_procinfo_02/2023-04-26-19:58:04.log,x86 fail
qemu,oe_test_service_qemu-guest-agent,x86 fail,./mugen-riscv/logs/qemu/oe_test_service_qemu-guest-agent/2023-04-26-20:18:50.log,x86 fail
